   Time(s)         P1         P2         P3         P4         P5        JSD
    0.6458     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6461     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6464     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6468     0.0000     0.0000     0.0000     0.2158     0.0055     0.0075 
    0.6471     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6474     0.0000     0.6931     0.0000     0.2158     0.0048     0.0068 
    0.6477     0.0000     0.0000     0.0000     0.1733     0.0048     0.0061 
    0.6481     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6484     0.0000     0.6931     0.0000     0.2158     0.0048     0.0068 
    0.6487     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6490     0.0000     0.0000     0.0000     0.1733     0.0048     0.0061 
    0.6494     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6497     0.0000     0.6931     0.0000     0.2158     0.0045     0.0065 
    0.6500     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6503     0.0000     0.0000     0.0000     0.2948     0.0049     0.0069 
    0.6507     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6510     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6513     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6516     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6520     0.0000     0.0000     0.0000     0.2948     0.0049     0.0069 
    0.6523     0.0000     0.0000     0.0000     0.2948     0.0049     0.0069 
    0.6526     0.0000     0.0000     0.0000     0.2725     0.0048     0.0069 
    0.6529     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6533     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6536     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6539     0.0000     0.6931     0.0000     0.2158     0.0047     0.0068 
    0.6542     0.0000     0.0000     0.0000     0.2948     0.0049     0.0069 
    0.6546     0.0000     0.6931     0.0000     0.2158     0.0047     0.0068 
    0.6549     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6552     0.0000     0.0000     0.0000     0.2948     0.0055     0.0075 
    0.6555     0.0000     0.0000     0.0000     0.2158     0.0055     0.0075 
    0.6559     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6562     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6565     0.0000     0.0000     0.0000     0.2948     0.0047     0.0068 
    0.6568     0.0000     0.0000     0.0000     0.2948     0.0047     0.0068 
    0.6572     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.6575     0.0000     0.6931     0.0000     0.2158     0.0055     0.0075 
    0.6578     0.0000     0.6931     0.0000     0.0956     0.0048     0.0061 
    0.6581     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6585     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6588     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6591     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6594     0.0000     0.0000     0.0000     0.2948     0.0049     0.0070 
    0.6598     0.0000     0.6931     0.0000     0.2158     0.0048     0.0068 
    0.6601     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6604     0.0000     0.0000     0.0000     0.3466     0.0048     0.0075 
    0.6607     0.0000     0.6931     0.0000     0.2158     0.0049     0.0069 
    0.6611     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6614     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6617     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6620     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6624     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6627     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6630     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6633     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6637     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6640     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6643     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6646     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6650     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6653     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6656     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6659     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6663     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6666     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6669     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6672     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6676     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6679     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6682     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6685     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6689     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6692     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6695     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6698     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6702     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6705     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6708     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6711     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6715     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6718     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6721     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6724     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6728     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6731     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6734     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6737     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6741     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6744     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6747     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6750     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6754     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6757     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6760     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6763     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6767     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6770     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6773     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6776     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6780     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6783     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6786     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6789     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6793     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6796     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6799     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6802     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6806     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6809     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6812     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6815     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6819     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6822     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6825     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6828     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6832     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6835     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6838     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6841     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6845     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6848     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6851     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6854     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6858     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6861     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6864     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6867     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6871     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6874     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6877     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6880     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6884     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6887     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6890     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6893     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6897     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6900     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6903     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6906     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6909     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6913     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6916     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6919     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6922     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6926     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6929     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6932     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6935     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6939     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6942     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6945     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6948     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6952     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.6955     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6958     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6961     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6965     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6968     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6971     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.6974     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6978     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6981     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6984     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6987     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6991     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6994     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.6997     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7000     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7004     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7007     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7010     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7013     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7017     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7020     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7023     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7026     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7030     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7033     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7036     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7039     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7043     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7046     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7049     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7052     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7056     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7059     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7062     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7065     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7069     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7072     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7075     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7078     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7082     0.6931     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7085     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7088     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7091     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7095     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7098     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7101     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7104     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7108     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7111     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7114     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7117     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7121     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7124     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7127     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7130     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7134     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7137     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7140     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7143     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7147     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7150     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7153     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7156     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7160     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7163     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7166     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7169     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7173     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7176     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7179     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7182     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7186     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7189     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7192     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7195     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7199     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7202     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7205     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7208     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7212     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7215     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7218     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7221     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7225     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7228     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7231     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7234     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7238     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7241     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7244     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7247     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7251     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7254     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7257     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7260     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7264     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7267     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7270     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7273     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7277     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7280     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7283     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7286     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7290     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7293     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7296     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7299     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7303     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7306     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7309     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7312     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7316     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7319     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7322     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7325     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7329     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7332     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7335     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7338     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7342     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7345     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7348     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7351     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7355     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7358     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7361     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7364     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7368     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7371     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7374     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7377     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7381     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7384     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7387     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7390     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.7394     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7397     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7400     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7403     0.0000     0.0000     0.0000     0.2158     0.0047     0.0061 
    0.7407     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7410     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7413     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7416     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7420     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7423     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7426     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7429     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7432     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7436     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7439     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7442     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7445     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7449     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7452     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7455     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7458     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7462     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7465     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7468     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7471     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7475     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7478     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7481     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7484     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7488     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7491     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7494     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7497     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7501     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7504     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7507     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7510     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7514     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7517     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7520     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7523     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7527     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7530     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7533     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7536     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7540     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7543     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7546     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7549     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7553     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7556     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7559     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7562     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7566     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7569     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7572     0.0000     0.0000     0.0000     0.2158     0.0046     0.0060 
    0.7575     0.0000     0.0000     0.0000     0.0956     0.0047     0.0053 
    0.7579     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7582     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7585     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7588     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7592     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7595     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7598     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7601     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7605     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7608     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7611     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7614     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7618     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7621     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7624     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7627     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7631     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7634     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7637     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7640     0.0000     0.0000     0.0000     0.2158     0.0047     0.0067 
    0.7644     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7647     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7650     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7653     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7657     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7660     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7663     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7666     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7670     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7673     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
    0.7676     0.0000     0.0000     0.0000     0.2948     0.0047     0.0067 
    0.7679     0.0000     0.6931     0.0000     0.2158     0.0047     0.0067 
