   Time(s)         P1         P2         P3         P4         P5        JSD
    0.4382     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4385     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.4389     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4392     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4395     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4398     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4402     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4405     0.0000     0.2158     0.0000     0.3466     0.0048     0.0082 
    0.4408     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4411     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4415     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4418     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4421     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4424     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4428     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4431     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4434     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4437     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4441     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.4444     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.4447     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4450     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4454     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4457     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4460     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4463     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4467     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4470     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4473     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4476     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4480     0.0000     0.2158     0.0000     0.2948     0.0048     0.0077 
    0.4483     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4486     0.0000     0.0000     0.0000     0.2948     0.0048     0.0068 
    0.4489     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4493     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4496     0.0000     0.2158     0.0000     0.3840     0.0048     0.0096 
    0.4499     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4502     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4506     0.0000     0.2158     0.0000     0.3466     0.0048     0.0082 
    0.4509     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4512     0.0000     0.2158     0.0000     0.3466     0.0048     0.0082 
    0.4515     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4519     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4522     0.0000     0.0000     0.0000     0.4127     0.0048     0.0096 
    0.4525     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4528     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.4532     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4535     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4538     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4541     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4545     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4548     0.0000     0.6931     0.0000     0.2158     0.0048     0.0082 
    0.4551     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4554     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.4558     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4561     0.0000     0.4127     0.0000     0.2158     0.0048     0.0082 
    0.4564     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4567     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4571     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4574     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4577     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4580     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4584     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4587     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4590     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.4593     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.4597     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4600     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4603     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4606     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4610     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4613     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4616     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4619     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4623     0.0000     0.0000     0.0000     0.2294     0.0048     0.0068 
    0.4626     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4629     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4632     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4636     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4639     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4642     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4645     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.4649     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4652     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.4655     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4658     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4662     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4665     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4668     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4671     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4675     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4678     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.4681     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4684     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4688     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.4691     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4694     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4697     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4701     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.4704     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4707     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4710     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4714     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4717     0.6931     0.0000     0.0000     0.3840     0.0048     0.0096 
    0.4720     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.4723     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4727     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4730     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.4733     0.0000     0.2158     0.0000     0.2948     0.0048     0.0077 
    0.4736     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4740     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4743     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4746     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4749     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.4753     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4756     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4759     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4762     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4766     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4769     0.0000     0.6931     0.0000     0.3183     0.0048     0.0096 
    0.4772     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4775     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4778     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4782     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.4785     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4788     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4791     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4795     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4798     0.0000     0.3183     0.0000     0.3183     0.0048     0.0096 
    0.4801     0.0000     0.6931     0.0000     0.3183     0.0048     0.0096 
    0.4804     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.4808     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4811     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4814     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4817     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4821     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4824     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4827     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4830     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4834     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4837     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4840     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4843     0.0000     0.2158     0.0000     0.3840     0.0048     0.0096 
    0.4847     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4850     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4853     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4856     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4860     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4863     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.4866     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4869     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4873     0.0000     0.6931     0.0000     0.1733     0.0048     0.0082 
    0.4876     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4879     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4882     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4886     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4889     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4892     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4895     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4899     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4902     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4905     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4908     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.4912     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.4915     0.0000     0.2158     0.0000     0.3840     0.0048     0.0096 
    0.4918     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4921     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4925     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4928     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.4931     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4934     0.0000     0.4127     0.0000     0.2158     0.0048     0.0082 
    0.4938     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4941     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4944     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4947     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.4951     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4954     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4957     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4960     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.4964     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.4967     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.4970     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4973     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.4977     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.4980     0.0000     0.6931     0.0000     0.2725     0.0048     0.0082 
    0.4983     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.4986     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.4990     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.4993     0.0000     0.6931     0.0000     0.2773     0.0048     0.0082 
    0.4996     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.4999     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5003     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5006     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.5009     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5012     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5016     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5019     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.5022     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.5025     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5029     0.0000     0.2158     0.0000     0.2158     0.0048     0.0082 
    0.5032     0.0000     0.0000     0.0000     0.4405     0.0048     0.0096 
    0.5035     0.0000     0.3183     0.0000     0.3183     0.0048     0.0096 
    0.5038     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5042     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5045     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5048     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5051     0.0000     0.2158     0.0000     0.3840     0.0048     0.0096 
    0.5055     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5058     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5061     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5064     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5068     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5071     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5074     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5077     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5081     0.0000     0.2158     0.0000     0.3466     0.0048     0.0082 
    0.5084     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5087     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5090     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5094     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5097     0.0000     0.0000     0.0000     0.4159     0.0048     0.0096 
    0.5100     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5103     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5107     0.0000     0.6931     0.0000     0.3183     0.0048     0.0096 
    0.5110     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5113     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5116     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5120     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5123     0.0000     0.2158     0.0000     0.2158     0.0048     0.0082 
    0.5126     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.5129     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5133     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5136     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5139     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.5142     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5146     0.0000     0.6931     0.0000     0.2135     0.0048     0.0077 
    0.5149     0.0000     0.6931     0.0000     0.2158     0.0048     0.0096 
    0.5152     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5155     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.5159     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5162     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5165     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.5168     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5172     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5175     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5178     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5181     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.5185     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5188     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5191     0.0000     0.6931     0.0000     0.3183     0.0048     0.0096 
    0.5194     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5198     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.5201     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.5204     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5207     0.0000     0.6931     0.0000     0.2294     0.0048     0.0082 
    0.5211     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5214     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5217     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5220     0.0000     0.2158     0.0000     0.3840     0.0048     0.0096 
    0.5224     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5227     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5230     0.0000     0.0000     0.0000     0.2773     0.0048     0.0082 
    0.5233     0.0000     0.0000     0.0000     0.3840     0.0048     0.0082 
    0.5237     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5240     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5243     0.0000     0.3183     0.0000     0.2744     0.0048     0.0082 
    0.5246     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5250     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5253     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5256     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5259     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5263     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5266     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5269     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5272     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5276     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5279     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5282     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5285     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5289     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5292     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5295     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5298     0.0000     0.6931     0.0000     0.3749     0.0048     0.0096 
    0.5302     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5305     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.5308     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5311     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5314     0.0000     0.0000     0.0000     0.4127     0.0048     0.0096 
    0.5318     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5321     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5324     0.0000     0.3466     0.0000     0.2948     0.0048     0.0082 
    0.5327     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5331     0.0000     0.6931     0.0000     0.2744     0.0048     0.0096 
    0.5334     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5337     0.0000     0.6931     0.0000     0.1323     0.0048     0.0068 
    0.5340     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5344     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5347     0.0000     0.6931     0.0000     0.1639     0.0048     0.0082 
    0.5350     0.0000     0.6931     0.0000     0.2744     0.0048     0.0090 
    0.5353     0.0000     0.6931     0.0000     0.3403     0.0055     0.0096 
    0.5357     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5360     0.0000     0.6931     0.0000     0.3403     0.0055     0.0096 
    0.5363     0.6931     0.6931     0.0000     0.2948     0.0055     0.0096 
    0.5366     0.0000     0.6931     0.0000     0.2744     0.0049     0.0090 
    0.5370     0.0000     0.6931     0.0000     0.2744     0.0048     0.0089 
    0.5373     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5376     0.0000     0.6931     0.0000     0.3749     0.0047     0.0088 
    0.5379     0.0000     0.0000     0.0000     0.3749     0.0049     0.0090 
    0.5383     0.0000     0.6931     0.0000     0.3749     0.0049     0.0090 
    0.5386     0.0000     0.6931     0.0000     0.3840     0.0049     0.0090 
    0.5389     0.0000     0.6931     0.0000     0.2158     0.0055     0.0096 
    0.5392     0.0000     0.6931     0.0000     0.3403     0.0047     0.0088 
    0.5396     0.0000     0.6931     0.0000     0.3183     0.0047     0.0089 
    0.5399     0.0000     0.6931     0.0000     0.3183     0.0048     0.0089 
    0.5402     0.0000     0.6931     0.0000     0.1639     0.0050     0.0077 
    0.5405     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5409     0.0000     0.6931     0.0000     0.3749     0.0049     0.0090 
    0.5412     0.0000     0.6931     0.0000     0.3566     0.0048     0.0090 
    0.5415     0.0000     0.6931     0.0000     0.3840     0.0047     0.0089 
    0.5418     0.0000     0.6931     0.0000     0.2158     0.0047     0.0088 
    0.5422     0.0000     0.6931     0.0000     0.2744     0.0047     0.0088 
    0.5425     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5428     0.0000     0.6931     0.0000     0.3183     0.0049     0.0090 
    0.5431     0.0000     0.2158     0.0000     0.2744     0.0049     0.0076 
    0.5435     0.0000     0.6931     0.0000     0.3403     0.0055     0.0096 
    0.5438     0.0000     0.6931     0.0000     0.1639     0.0048     0.0075 
    0.5441     0.0000     0.6931     0.0000     0.4127     0.0048     0.0096 
    0.5444     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5448     0.0000     0.6931     0.0000     0.3749     0.0047     0.0088 
    0.5451     0.0000     0.6931     0.0000     0.3403     0.0047     0.0089 
    0.5454     0.0000     0.6931     0.0000     0.3749     0.0045     0.0086 
    0.5457     0.0000     0.6931     0.0000     0.3749     0.0049     0.0090 
    0.5461     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5464     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5467     0.0000     0.6931     0.0000     0.4159     0.0048     0.0096 
    0.5470     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5474     0.0000     0.6931     0.0000     0.3403     0.0047     0.0088 
    0.5477     0.0000     0.6931     0.0000     0.3183     0.0047     0.0088 
    0.5480     0.0000     0.6931     0.0000     0.2158     0.0047     0.0083 
    0.5483     0.0000     0.6931     0.0000     0.3183     0.0045     0.0086 
    0.5487     0.0000     0.6931     0.0000     0.3183     0.0055     0.0096 
    0.5490     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5493     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5496     0.0000     0.6931     0.0000     0.3749     0.0049     0.0090 
    0.5500     0.0000     0.6931     0.0000     0.3183     0.0055     0.0096 
    0.5503     0.0000     0.6931     0.0000     0.2744     0.0049     0.0090 
    0.5506     0.0000     0.6931     0.0000     0.2744     0.0049     0.0090 
    0.5509     0.0000     0.6931     0.0000     0.2744     0.0047     0.0088 
    0.5513     0.0000     0.6931     0.0000     0.2948     0.0050     0.0091 
    0.5516     0.0000     0.6931     0.0000     0.2948     0.0048     0.0096 
    0.5519     0.0000     0.6931     0.0000     0.2744     0.0045     0.0086 
    0.5522     0.0000     0.6931     0.0000     0.2744     0.0055     0.0096 
    0.5526     0.0000     0.6931     0.0000     0.2744     0.0047     0.0088 
    0.5529     0.0000     0.6931     0.0000     0.2725     0.0048     0.0082 
    0.5532     0.0000     0.6931     0.0000     0.3403     0.0048     0.0089 
    0.5535     0.0000     0.6931     0.0000     0.3466     0.0049     0.0090 
    0.5539     0.0000     0.6931     0.0000     0.3403     0.0049     0.0090 
    0.5542     0.0000     0.0000     0.0000     0.3749     0.0047     0.0088 
    0.5545     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5548     0.0000     0.0000     0.0000     0.2725     0.0049     0.0076 
    0.5552     0.0000     0.6931     0.0000     0.3403     0.0055     0.0096 
    0.5555     0.0000     0.6931     0.0000     0.2744     0.0048     0.0089 
    0.5558     0.0000     0.6931     0.0000     0.2744     0.0045     0.0086 
    0.5561     0.0000     0.6931     0.0000     0.3403     0.0048     0.0096 
    0.5565     0.0000     0.6931     0.0000     0.2725     0.0048     0.0082 
    0.5568     0.0000     0.2158     0.0000     0.3403     0.0048     0.0082 
    0.5571     0.0000     0.6931     0.0000     0.3840     0.0048     0.0096 
    0.5574     0.0000     0.2158     0.0000     0.3466     0.0048     0.0082 
    0.5578     0.0000     0.6931     0.0000     0.3466     0.0048     0.0096 
    0.5581     0.0000     0.6931     0.0000     0.2948     0.0047     0.0088 
    0.5584     0.0000     0.2158     0.0000     0.3466     0.0055     0.0096 
    0.5587     0.0000     0.6931     0.0000     0.3403     0.0047     0.0088 
    0.5591     0.0000     0.6931     0.0000     0.1733     0.0048     0.0082 
    0.5594     0.0000     0.6931     0.0000     0.2948     0.0048     0.0089 
    0.5597     0.0000     0.6931     0.0000     0.2948     0.0047     0.0088 
    0.5600     0.0000     0.6931     0.0000     0.2158     0.0055     0.0096 
    0.5604     0.0000     0.6931     0.0000     0.2744     0.0047     0.0088 
